studentId,louvainCommunity,spectralCommunity,pageRank,betweenness,shannonEntropy
S0001,-1,-1,0.010000000000000005,0.0,2.7773627950641693
S0002,-1,-1,0.010000000000000005,0.0,2.521928094887362
S0003,-1,-1,0.010000000000000005,0.0,2.807354922057605
S0004,-1,-1,0.010000000000000005,0.0,3.2639334294856335
S0005,-1,-1,0.010000000000000005,0.0,3.1068905956085184
S0006,-1,-1,0.010000000000000005,0.0,3.09306920777189
S0007,-1,-1,0.010000000000000005,0.0,3.146286370662105
S0008,-1,-1,0.010000000000000005,0.0,3.235926350629033
S0009,-1,-1,0.010000000000000005,0.0,2.0
S0010,-1,-1,0.010000000000000005,0.0,3.4058222502856914
S0011,-1,-1,0.010000000000000005,0.0,3.240223928941852
S0012,-1,-1,0.010000000000000005,0.0,3.535174565635903
S0013,-1,-1,0.010000000000000005,0.0,3.381580488309163
S0014,-1,-1,0.010000000000000005,0.0,3.085055102756477
S0015,-1,-1,0.010000000000000005,0.0,2.777362795064169
S0016,-1,-1,0.010000000000000005,0.0,3.5219280948873624
S0017,-1,-1,0.010000000000000005,0.0,3.3921472236645354
S0018,-1,-1,0.010000000000000005,0.0,2.9502120649147465
S0019,-1,-1,0.010000000000000005,0.0,2.5503407095463886
S0020,-1,-1,0.010000000000000005,0.0,3.392147223664535
S0021,-1,-1,0.010000000000000005,0.0,3.0930692077718893
S0022,-1,-1,0.010000000000000005,0.0,3.09306920777189
S0023,-1,-1,0.010000000000000005,0.0,3.1699250014423126
S0024,-1,-1,0.010000000000000005,0.0,3.1249999999999996
S0025,-1,-1,0.010000000000000005,0.0,2.7516291673878226
S0026,-1,-1,0.010000000000000005,0.0,3.1068905956085184
S0027,-1,-1,0.010000000000000005,0.0,2.9502120649147465
S0028,-1,-1,0.010000000000000005,0.0,3.1249999999999996
S0029,-1,-1,0.010000000000000005,0.0,3.4992275471326924
S0030,-1,-1,0.010000000000000005,0.0,3.4399364703978077
S0031,-1,-1,0.010000000000000005,0.0,2.9502120649147465
S0032,-1,-1,0.010000000000000005,0.0,3.1068905956085184
S0033,-1,-1,0.010000000000000005,0.0,2.7773627950641693
S0034,-1,-1,0.010000000000000005,0.0,3.25
S0035,-1,-1,0.010000000000000005,0.0,2.25
S0036,-1,-1,0.010000000000000005,0.0,2.931208948910323
S0037,-1,-1,0.010000000000000005,0.0,2.5503407095463886
S0038,-1,-1,0.010000000000000005,0.0,3.2639334294856335
S0039,-1,-1,0.010000000000000005,0.0,3.3005590923909547
S0040,-1,-1,0.010000000000000005,0.0,3.4058222502856905
S0041,-1,-1,0.010000000000000005,0.0,3.1068905956085184
S0042,-1,-1,0.010000000000000005,0.0,3.0930692077718893
S0043,-1,-1,0.010000000000000005,0.0,3.281036112553424
S0044,-1,-1,0.010000000000000005,0.0,3.0930692077718893
S0045,-1,-1,0.010000000000000005,0.0,2.9502120649147465
S0046,-1,-1,0.010000000000000005,0.0,3.1249999999999996
S0047,-1,-1,0.010000000000000005,0.0,3.373557262275185
S0048,-1,-1,0.010000000000000005,0.0,3.1249999999999996
S0049,-1,-1,0.010000000000000005,0.0,3.1249999999999996
S0050,-1,-1,0.010000000000000005,0.0,3.2516291673878235
S0051,-1,-1,0.010000000000000005,0.0,2.931208948910323
S0052,-1,-1,0.010000000000000005,0.0,3.240223928941852
S0053,-1,-1,0.010000000000000005,0.0,3.0930692077718893
S0054,-1,-1,0.010000000000000005,0.0,3.085055102756477
S0055,-1,-1,0.010000000000000005,0.0,3.5110854081804272
S0056,-1,-1,0.010000000000000005,0.0,3.1249999999999996
S0057,-1,-1,0.010000000000000005,0.0,3.616348566075164
S0058,-1,-1,0.010000000000000005,0.0,2.550340709546388
S0059,-1,-1,0.010000000000000005,0.0,3.2639334294856335
S0060,-1,-1,0.010000000000000005,0.0,2.7773627950641693
S0061,-1,-1,0.010000000000000005,0.0,2.9502120649147465
S0062,-1,-1,0.010000000000000005,0.0,3.1068905956085184
S0063,-1,-1,0.010000000000000005,0.0,3.834962500721157
S0064,-1,-1,0.010000000000000005,0.0,3.392147223664535
S0065,-1,-1,0.010000000000000005,0.0,2.251629167387823
S0066,-1,-1,0.010000000000000005,0.0,3.2810361125534233
