studentId,louvainCommunity,spectralCommunity,pageRank,betweenness,shannonEntropy
S0001,2,1,0.016552603720010186,0.008089783532460603,3.4594316186372978
S0002,1,0,0.018813456719166056,0.07535568561979128,3.664497779200461
S0003,3,2,0.019962809724813936,0.0008898202137998057,3.521640636343318
S0004,2,3,0.01701801657698812,0.02904108835231284,3.499999999999999
S0005,1,0,0.022844778476935553,0.0009552309934962996,3.96981578242681
S0006,2,3,0.020403997178058575,0.00355118237771299,3.75
S0007,1,0,0.02518750987816518,0.0,4.106603137064474
S0008,0,2,0.017989887557016037,0.0,3.521640636343318
S0009,1,0,0.021751414925429664,0.0,3.96981578242681
S0010,3,3,0.019085771198275755,6.541077969649399e-05,3.521640636343319
S0011,3,2,0.023403684531835462,0.005863193873397955,3.85216872360328
S0012,1,0,0.02037403102855659,0.014901717707840156,3.906890595608519
S0013,3,3,0.013751319199088854,0.24157577422133245,3.277613436819116
S0014,2,2,0.015951340009443232,0.025032731346506864,3.277613436819116
S0015,2,1,0.019214230193097016,0.012042721545272564,3.640223928941852
S0016,1,0,0.02110678854369128,0.0,3.8073549220576037
S0017,0,2,0.01800789348193538,0.005101730863285485,3.5
S0018,2,3,0.023826805862624235,0.0008361678004535147,4.021928094887363
S0019,1,2,0.022382853681472806,0.0013463718820861676,4.0
S0020,1,2,0.01969429455156296,0.011493486283402245,3.640223928941852
S0021,1,0,0.019231558811932014,0.009657899262491098,3.8268748818646388
S0022,3,2,0.02162952715522548,0.0,3.836591668108979
S0023,3,2,0.024825915099334614,0.0,4.142664355548849
S0024,3,2,0.02258930872866251,0.0,4.0
S0025,2,1,0.02456152417975848,0.0,4.08746284125034
S0026,1,0,0.022158343936701685,0.0,3.96981578242681
S0027,2,1,0.021359944005811662,0.0,3.8365916681089787
S0028,1,0,0.017446215956878834,0.018902434572452578,3.700439718141093
S0029,3,3,0.010357300431537006,0.11461322971301963,2.521640636343318
S0030,3,2,0.014071943189609113,0.015649477129068966,2.9219280948873627
S0031,2,1,0.025384949025485985,0.0,4.08746284125034
S0032,1,0,0.023914462536358146,6.541077969649399e-05,3.96981578242681
S0033,2,1,0.021401223375376862,0.00014172335600907027,3.8750000000000004
S0034,2,1,0.026140113134096945,0.0,4.247927513443585
S0035,2,1,0.0165742425210763,0.011160714285714286,3.584962500721157
S0036,2,0,0.0233524222229874,0.006001184189959699,3.96981578242681
S0037,1,0,0.022791451453460072,0.0,3.8749999999999996
S0038,2,3,0.021658754207755537,0.001448357120626028,3.906890595608519
S0039,3,2,0.023713650119268622,0.0,3.96981578242681
S0040,3,2,0.020394643156338668,0.0,3.664497779200461
S0041,0,2,0.018878401497616923,0.020248852121601227,3.700439718141093
S0042,2,1,0.011591403160381264,0.31640741128286143,2.9477027792200907
S0043,3,2,0.022220194072408158,0.00788852337471785,3.773557262275186
S0044,3,2,0.017842612120635887,0.0005810657596371882,3.41829583405449
S0045,3,2,0.013820249752852957,0.14204395336223066,3.0
S0046,1,0,0.019704175573850673,0.034487005341597175,3.96981578242681
S0047,2,1,0.020036843361799842,0.05430766323623465,3.8750000000000004
S0048,1,0,0.018838929653484163,0.0029541320357646885,3.700439718141093
S0049,2,1,0.02080586438478024,0.0,3.836591668108979
S0050,2,1,0.015380346136366836,0.09481348344643661,3.4594316186372978
