studentId,louvainCommunity,spectralCommunity,pageRank,betweenness,shannonEntropy
S0031,0,1,0.024124812832677263,0.005777631249240624,3.084962500721156
S0032,2,2,0.024013445331895773,0.005554988361607606,3.1699250014423126
S0033,2,2,0.013502218548106062,0.04812512218823183,1.9219280948873625
S0034,0,1,0.012486813857195845,0.05272267404965532,1.9182958340544896
S0035,0,0,0.02173262135763077,0.0024823827476992398,2.7254805569978684
S0036,1,0,0.014085051333778744,0.037831292867944497,2.3219280948873626
S0037,0,1,0.018984690735824105,0.02248661857230237,2.7254805569978675
S0038,0,1,0.01395971356178103,0.02277294646981869,2.3219280948873626
S0039,2,2,0.01960218371081799,0.01856494059235948,2.75
S0040,2,2,0.018384778581482925,0.004264463990229296,2.5
S0041,1,0,0.016280053626300788,0.012757127992909796,2.251629167387823
S0042,2,2,0.019481601260309855,0.02018174846180781,2.7219280948873625
S0043,1,0,0.021358723658182466,0.008167734964364952,2.7219280948873625
S0044,0,1,0.019180177917063175,0.007552260663241898,2.7254805569978675
S0045,1,0,0.02489430449403073,0.0015263840701973269,2.913977073182752
S0046,2,2,0.019380895076056188,0.0074033845787070144,2.7254805569978684
S0047,0,1,0.02758188309901576,0.00026320051830255913,3.41829583405449
S0048,1,0,0.03435177705935063,0.0,3.664497779200461
S0049,0,1,0.015844096665048338,0.025027409255660445,2.521640636343319
S0050,1,0,0.01955736363852039,0.006590407916766641,2.584962500721156
S0001,2,2,0.023418060552482335,0.001746095912318795,2.9219280948873627
S0002,0,1,0.014802417226469133,0.02576417734934909,2.25
S0003,1,0,0.023756256513036936,0.0032361599010897256,3.121928094887363
S0004,2,2,0.024037520002528987,0.0007245785519595043,3.095795255000934
S0005,2,2,0.02055252234061258,0.019889047896317867,2.807354922057605
S0006,2,1,0.011379154571413648,0.02966493108714438,1.950212064914747
S0007,2,2,0.0171415183303115,0.03335668560268465,2.807354922057605
S0008,0,1,0.010313330095227908,0.07269880295384443,1.9219280948873625
S0009,1,0,0.026539476567876728,0.006441178623798267,3.2516291673878235
S0010,2,2,0.025588159743770215,0.002513597111422176,3.095795255000934
S0011,1,0,0.026297141872967365,0.0030712369348611713,3.121928094887363
S0012,2,2,0.02596597572141771,0.0011540147634757892,3.121928094887362
S0013,0,1,0.015645544052585683,0.045920516415815404,2.5
S0014,0,0,0.027223215280372495,0.0007856588750788535,3.277613436819116
S0015,2,2,0.01818102329277659,0.03369739321654003,2.521640636343319
S0016,1,0,0.02246385137960183,0.0016929248757306067,2.9219280948873627
S0017,2,2,0.01810264349438383,0.002604721796933164,2.584962500721156
S0018,1,0,0.015351241695896028,0.031743152071887916,2.251629167387823
S0019,0,1,0.01576623703364485,0.02560556032840818,2.5
S0020,0,1,0.018223433839616644,0.02688262899577609,2.7254805569978684
S0021,2,2,0.01563874567264575,0.02309406547303047,2.5032583347756456
S0022,0,1,0.022840604076649014,0.004619667984289415,2.9219280948873627
S0023,1,0,0.026110047221108688,0.0021177507126461294,3.1699250014423126
S0024,2,2,0.013215283173168675,0.03614931093708849,1.9182958340544896
S0025,2,2,0.01903138639497923,0.0034148803224646708,2.5
S0026,1,0,0.02350224224650048,0.0009224633351186146,2.9219280948873627
S0027,1,0,0.022374258272695232,0.008057700839858828,3.0
S0028,0,1,0.01946906178097864,0.01543496293395595,2.7219280948873625
S0029,2,2,0.02351187208982151,0.002721789690827306,2.9219280948873627
S0030,1,0,0.01477056911939089,0.021785445035863823,1.9182958340544896
