studentId,louvainCommunity,spectralCommunity,pageRank,betweenness,shannonEntropy,persistentLouvainId
S0001,0,2,0.0021968900838018,0.0019037389212202,1.5,2
S0002,1,1,0.0028330706004506,0.0033021440850443,2.0,0
S0003,1,0,0.0042364809395623,0.0020864280021854,2.584962500721156,0
S0004,2,4,0.0035068428077809,0.0025840348062937,2.321928094887362,3
S0005,2,2,0.0042940170329857,0.0021563370716692,2.521640636343319,3
S0006,1,0,0.00358302968123,0.0014972076371037,2.251629167387823,0
S0007,2,2,0.0012637343621577,0.00073537815169,0.0,3
S0008,3,3,0.0038981973633604,0.002193369368223,2.584962500721156,4
S0009,4,1,0.0023820198854456,0.0027808957619541,1.584962500721156,1
S0010,2,4,0.0038164051574233,0.0021531638069381,2.2516291673878226,3
S0011,2,4,0.0024285868821685,0.0023160553757543,1.5,3
S0012,0,0,0.0010723943939529,0.0003055259207929,0.0,2
S0013,1,0,0.0045788038712502,0.0019206015723993,2.9477027792200907,0
S0014,4,1,0.0023370219174037,0.0015340344488319,1.584962500721156,1
S0015,2,4,0.0051410587051827,0.002486615793207,2.9477027792200907,3
S0016,3,3,0.00166091600087,0.0013565467558962,1.0,4
S0017,0,2,0.0024147095495872,0.0008854801326496,1.584962500721156,2
S0018,0,2,0.0035310950501432,0.0020626600017793,2.251629167387823,2
S0019,0,2,0.0010910526021722,0.0004081134538521,0.0,2
S0020,0,0,0.0026882716630419,0.0016514727133199,2.0,2
S0021,4,1,0.0041691731525063,0.0048478191105524,2.584962500721156,1
S0022,1,0,0.0060136975717787,0.0036207731124769,3.2516291673878235,0
S0023,0,2,0.0055456032866237,0.0028346955222851,3.121928094887363,2
S0024,2,1,0.0034864125601308,0.0032705098927184,2.321928094887362,3
S0025,2,4,0.0057786694001069,0.0033848341789154,3.1699250014423126,3
S0026,0,1,0.0050020727069227,0.0037258417291416,2.9477027792200907,2
S0027,2,4,0.0043213025612332,0.0022632515157623,2.521640636343319,3
S0028,3,3,0.0053056884459235,0.0028569364359217,2.9477027792200907,4
S0029,0,2,0.0054780503921578,0.0020331162659246,3.0,2
S0030,0,2,0.0057580746909282,0.0023141100584443,3.121928094887363,2
S0031,3,3,0.0028606789587756,0.0025521366666949,2.0,4
S0032,3,3,0.0049385984053001,0.0029665207529885,2.9477027792200907,4
S0033,1,0,0.0039928686658913,0.004289517914933,2.521640636343319,0
S0034,2,4,0.0029145374772712,0.0019847300024568,1.9219280948873625,3
S0035,1,0,0.0033096725812521,0.0026217544132365,2.321928094887362,0
S0036,0,2,0.0037531201786417,0.002398492586435,2.584962500721156,2
S0037,0,2,0.0035746811819557,0.0013081351732093,2.5,2
S0038,2,4,0.0024346073369315,0.0030746715956406,1.584962500721156,3
S0039,3,3,0.0011868918512317,0.0004759552552198,0.0,4
S0040,0,0,0.0052796857904504,0.0028350741025586,3.121928094887363,2
S0041,4,1,0.0060906325938556,0.003470348181927,3.321928094887362,1
S0042,0,3,0.0025503710207839,0.0011830360544258,2.0,2
S0043,0,2,0.0039484342799725,0.0021471496830635,2.584962500721156,2
S0044,0,1,0.0038172736061095,0.0031302045394102,2.584962500721156,2
S0045,0,2,0.0024305382487661,0.0008986833838588,1.5,2
S0046,2,4,0.0037760970618698,0.0034731076676137,2.321928094887362,3
S0047,3,3,0.0029181481187257,0.0019642458860611,1.9219280948873625,4
S0048,4,1,0.0039802667141897,0.0019776790665193,2.5,1
S0049,1,0,0.0018831029639365,0.0007639669097554,1.0,0
S0050,0,2,0.0027091745078253,0.0034456320992338,1.9219280948873625,2
S0051,2,2,0.004284234550272,0.0035958860631492,2.521640636343319,3
S0052,2,4,0.0019210529507959,0.0009948403189081,1.0,3
S0053,4,1,0.0021996892725,0.0024369568752615,1.584962500721156,1
S0054,2,4,0.0037893255479175,0.0034961299069213,2.321928094887362,3
S0055,3,1,0.0039474360512417,0.0068871410444155,2.584962500721156,4
S0056,4,1,0.0023546271962134,0.0024192076624583,1.584962500721156,1
S0057,3,4,0.0059189222732251,0.0021468605471977,3.095795255000934,4
S0058,3,3,0.005552904941145,0.0034774317057407,3.1699250014423126,4
S0059,3,3,0.0029573371151503,0.0037252699158412,2.0,4
S0060,0,2,0.004022392624039,0.0020511236094554,2.807354922057605,2
S0061,4,1,0.0027782657058012,0.0030774713528394,1.9182958340544896,1
S0062,2,4,0.0067588072632949,0.0020650541730962,3.2516291673878235,3
S0063,2,2,0.0049749783245832,0.0039942582355783,2.807354922057605,3
S0064,3,3,0.0031742399679376,0.0024185431534608,2.251629167387823,4
S0065,2,4,0.0030883503198522,0.0020350110772153,2.0,3
S0066,0,2,0.0027200331226595,0.0018096883821983,2.0,2
S0067,4,1,0.0057191688975454,0.0038377298448101,3.1699250014423126,1
S0068,3,0,0.0049297348153686,0.0055956657909129,2.807354922057605,4
S0069,2,2,0.0061655223300419,0.0015025601899618,3.1699250014423126,3
S0070,4,1,0.0036319497064479,0.0024422717751942,2.251629167387823,1
S0071,2,4,0.0041788558280686,0.0028537450696954,2.584962500721156,3
S0072,1,0,0.0033890130529994,0.0007243862472947,2.251629167387823,0
S0073,2,4,0.0028765146030061,0.0031750240075912,2.0,3
S0074,2,4,0.0053858895145445,0.0023634407652492,2.913977073182752,3
S0075,1,0,0.0040437451452124,0.001848761653162,2.521640636343319,0
S0076,3,3,0.0023406578192306,0.0021368375549585,1.5,4
S0077,1,0,0.0071638570682572,0.002023806203734,3.584962500721157,0
S0078,0,3,0.0024434882572157,0.0009940915721846,2.0,2
S0079,1,0,0.0034838312834339,0.0021260366392314,2.321928094887362,0
S0080,1,0,0.0060196192060075,0.0041519149828036,3.095795255000934,0
S0081,1,0,0.0038842794414703,0.0040630091013426,2.584962500721156,0
S0082,0,2,0.0022598898215086,0.002516216477031,1.584962500721156,2
S0083,2,1,0.0043039431787404,0.0029240926319989,2.584962500721156,3
S0084,2,2,0.004651040397852,0.0031514090172999,2.807354922057605,3
S0085,2,4,0.0036560630349563,0.002807006211938,2.251629167387823,3
S0086,1,0,0.0057392818880749,0.0036322817363707,3.1699250014423126,0
S0087,2,2,0.0027223524318,0.0033864511589031,1.9219280948873625,3
S0088,4,1,0.0040608711548426,0.0035466505947861,2.584962500721156,1
S0089,2,4,0.0059152170198791,0.0033148918539464,3.1699250014423126,3
S0090,1,0,0.0034091373040049,0.0033299280302755,2.235926350629033,0
S0091,2,2,0.0043186734871912,0.0042129965987682,2.584962500721156,3
S0092,1,0,0.0016875255967895,0.0018672222100841,1.0,0
S0093,1,0,0.0029087769959768,0.0008222389377702,1.9219280948873625,0
S0094,1,0,0.0045476907403808,0.0039524957925968,2.75,0
S0095,1,0,0.0078016517564548,0.0031176676763695,3.664497779200461,0
S0096,1,0,0.0029825430029437,0.0050775171519088,1.9219280948873625,0
S0097,0,2,0.0039840122096366,0.0048908734456542,2.584962500721156,2
S0098,1,0,0.0056228352174198,0.0031861699342754,3.1699250014423126,0
S0099,2,1,0.004633382458722,0.0031285431434957,2.75,3
S0100,0,2,0.0033623448207888,0.0021624666018059,2.321928094887362,2
S0101,2,4,0.0055084293571756,0.0051238745087496,2.9219280948873627,3
S0102,0,2,0.0038704682474409,0.0026977845379549,2.521640636343319,2
S0103,3,3,0.0022206287036737,0.003550671620319,1.584962500721156,4
