studentId,louvainCommunity,spectralCommunity,pageRank,betweenness,shannonEntropy,persistentLouvainId
S0001,2,2,0.002046272159604,0.0021182312021888,1.5,1
S0002,2,2,0.0026314469247888,0.0040817555451843,1.9219280948873625,1
S0003,0,3,0.0039042387529604,0.0021480669801564,2.521640636343319,0
S0004,3,5,0.0045098483200901,0.0022512610649621,2.807354922057605,2
S0005,5,0,0.0040572478162041,0.0020001382457019,2.521640636343319,6
S0006,3,5,0.0033672462556068,0.0015129246798111,2.2516291673878226,2
S0007,5,0,0.0011942253095541,0.0008667295255082,0.0,6
S0008,4,1,0.0047080798042102,0.0022363733604132,3.0,4
S0009,2,2,0.0022022211149801,0.0030911321781245,1.584962500721156,1
S0010,1,4,0.003702009581925,0.0021642711932584,2.251629167387823,5
S0011,1,4,0.0030433680984251,0.0022988772849161,1.9219280948873625,5
S0012,0,3,0.0010652461136847,0.0004832925963706,0.0,0
S0013,0,3,0.0048165521342485,0.0019051871246398,3.121928094887363,0
S0014,2,2,0.0022106546321039,0.0021895368983815,1.584962500721156,1
S0015,1,4,0.0071158708984716,0.0019978590996018,3.5465935642949393,5
S0016,4,1,0.0015660347709592,0.0017113421621978,1.0,4
S0017,3,5,0.0029030564382241,0.0007949681060004,1.9219280948873625,2
S0018,3,5,0.0033981617813816,0.0020226515420676,2.251629167387823,2
S0019,5,0,0.001084413120431,0.0005631350632047,0.0,6
S0020,0,3,0.0025114023383256,0.0015478697665059,2.0,0
S0021,2,2,0.0051358246947921,0.0044387962498059,3.0,1
S0022,3,5,0.0062279827025898,0.0023969883255081,3.392747410448785,2
S0023,5,0,0.0051269486697518,0.002876610593204,3.121928094887363,6
S0024,2,2,0.0032406707523497,0.003527610200125,2.321928094887362,1
S0025,1,4,0.006102522131311,0.0026350989784504,3.321928094887362,5
S0026,2,2,0.0047148320710131,0.0038301328764648,2.9477027792200907,1
S0027,1,4,0.0047394874000813,0.0016228862244057,2.7254805569978684,5
S0028,4,1,0.0050561689686901,0.0030235731436757,2.9477027792200907,4
S0029,3,5,0.005214305585666,0.0021991166415513,3.0,2
S0030,3,0,0.0054453855577953,0.0019699210769789,3.121928094887363,2
S0031,4,1,0.0027430519652018,0.0029075068454277,2.0,4
S0032,4,1,0.0052707248194848,0.002427829448082,3.121928094887363,4
S0033,0,3,0.0037723723529518,0.0047638192495652,2.521640636343319,0
S0034,1,4,0.0027838872046292,0.0016631476464728,1.9219280948873625,5
S0035,0,3,0.0031039207757704,0.0026415132905515,2.251629167387823,0
S0036,2,2,0.0039115322741133,0.0030576533709937,2.807354922057605,1
S0037,5,0,0.003343741381997,0.0014381814350838,2.5,6
S0038,4,4,0.002384181346525,0.0038843920289469,1.584962500721156,4
S0039,4,1,0.0011235551405582,0.0006159135980764,0.0,4
S0040,3,5,0.0056194407554625,0.0022906363358007,3.277613436819116,2
S0041,4,2,0.0063342446071839,0.0027756756047097,3.4594316186372978,4
S0042,0,1,0.0024347012195003,0.0008292415898766,2.0,0
S0043,3,5,0.0036985360199965,0.0017831353228417,2.584962500721156,2
S0044,2,2,0.0035301522466259,0.0032387168381371,2.584962500721156,1
S0045,3,5,0.0023115850499565,0.0009385027485023,1.5219280948873626,2
S0046,3,4,0.0036731072508703,0.0035737921518492,2.251629167387823,2
S0047,4,1,0.0027872137190409,0.0020730595496011,1.9219280948873625,4
S0048,2,2,0.0036709115018463,0.0022468818629849,2.5,1
S0049,0,3,0.0017775274389049,0.0008916639566619,1.0,0
S0050,5,1,0.0025622298253156,0.0045246622370638,1.9182958340544896,6
S0051,5,4,0.0040597541114823,0.0035811061922084,2.521640636343319,6
S0052,1,4,0.0018827239979356,0.0012385485874914,1.0,5
S0053,2,2,0.0020416689335097,0.0029673270973062,1.584962500721156,1
S0054,3,5,0.0041729785788851,0.0032097720139123,2.521640636343319,2
S0055,2,2,0.0037127215149802,0.0075455569629288,2.584962500721156,1
S0056,2,2,0.0028133520542293,0.0028471243889263,2.0,1
S0057,4,5,0.0056038426457055,0.0019976566116312,3.095795255000934,4
S0058,4,1,0.0053168837579185,0.0032131712123695,3.1699250014423126,4
S0059,4,1,0.0028244744376513,0.0036323045080794,2.0,4
S0060,5,0,0.0037956260920188,0.0023849454518477,2.807354922057605,6
S0061,2,2,0.0026027548715942,0.0036942359439041,1.9182958340544896,1
S0062,1,4,0.0063622961755411,0.0019209919220329,3.238901256602631,5
S0063,3,5,0.0047390587496547,0.0037984231365991,2.807354922057605,2
S0064,4,1,0.0031106202387893,0.002146346449192,2.2516291673878226,4
S0065,1,4,0.0041331805556142,0.0015880882852164,2.584962500721156,5
S0066,5,0,0.002595423830206,0.0020375640278579,2.0,6
S0067,2,2,0.005311820388984,0.0035823470082,3.1699250014423126,1
S0068,3,5,0.0046140706139561,0.0049780666299795,2.807354922057605,2
S0069,5,0,0.0058308905228618,0.0016494153374808,3.1699250014423126,6
S0070,2,2,0.0034165960445296,0.0027276521327185,2.251629167387823,1
S0071,3,4,0.005061445714088,0.0022635277586184,3.0,2
S0072,0,3,0.0031478590780945,0.0006931303449035,2.251629167387823,0
S0073,1,4,0.0028064077440779,0.0033889563714891,2.0,5
S0074,2,4,0.0051307325467823,0.0020327859782024,2.913977073182752,1
S0075,0,3,0.0043359586059632,0.0017527309446629,2.75,0
S0076,4,1,0.0022575325539592,0.0024186582504461,1.5,4
S0077,0,3,0.0066963875898478,0.0014257273229837,3.584962500721157,0
S0078,0,3,0.0023629715034947,0.0009234848924944,2.0,0
S0079,0,5,0.0032954146315464,0.0019890358667493,2.251629167387823,0
S0080,0,3,0.0056469496578129,0.0038137178751882,3.095795255000934,0
S0081,0,3,0.0036741808162033,0.004432044911779,2.584962500721156,0
S0082,5,0,0.0020974139792492,0.0028051203653627,1.584962500721156,6
S0083,2,2,0.0051224147752414,0.0021587026183047,3.0,1
S0084,5,0,0.0048359163478852,0.0022517306257556,3.0,6
S0085,4,4,0.0052314979865303,0.0017476840388366,2.9477027792200907,4
S0086,5,3,0.0053844367830047,0.0034005767546104,3.1699250014423126,6
S0087,5,0,0.0031562720494577,0.0034723609455909,2.2516291673878226,6
S0088,2,2,0.0044777336581394,0.003093620352348,2.807354922057605,1
S0089,5,4,0.0055754209918034,0.0026409313939799,3.1699250014423126,6
S0090,0,5,0.0043739157952915,0.0023419116692351,2.7219280948873625,0
S0091,2,0,0.0039970888475245,0.0049192168027336,2.521640636343319,1
S0092,0,3,0.0016162333982851,0.0023484342939096,1.0,0
S0093,0,3,0.0031478590780945,0.0006931303449035,2.251629167387823,0
S0094,3,5,0.0054576925123753,0.0037637243695699,3.121928094887363,2
S0095,0,3,0.0073171078127151,0.002770039266893,3.664497779200461,0
S0096,4,3,0.0027896891696316,0.0056413216946983,1.9219280948873625,4
S0097,3,5,0.0041624816966773,0.0042944206491941,2.807354922057605,2
S0098,0,3,0.0052407611984081,0.0030935225017254,3.1699250014423126,0
S0099,2,4,0.0043888008869339,0.0029585006607547,2.75,1
S0100,5,0,0.0031745566010623,0.0020555659758735,2.321928094887362,6
S0101,5,4,0.0052078393806923,0.0052497253234831,2.9219280948873627,6
S0102,5,0,0.0036574596686289,0.0028861086701877,2.521640636343319,6
S0103,4,1,0.0021242213051076,0.0037281438642274,1.584962500721156,4
S0104,1,4,0.0053734949203836,0.0019127384332169,3.1699250014423126,5
S0105,2,2,0.0044185592117696,0.003332832178354,2.807354922057605,1
S0106,0,3,0.0055938183848186,0.0024012512375568,3.1699250014423126,0
S0107,0,3,0.002797761263006,0.0055861408493212,1.9219280948873625,0
S0108,3,5,0.0016734525988801,0.0029924574989408,1.0,2
S0109,1,4,0.0047368051029331,0.002439771573272,2.807354922057605,5
S0110,2,2,0.0054696659617199,0.0014582191174938,3.095795255000934,1
S0111,4,1,0.0031126620600528,0.0059542399430814,2.251629167387823,4
S0112,2,4,0.0063529859411186,0.003554350586565,3.41829583405449,1
S0113,0,3,0.0058958111756303,0.0026372291733054,3.277613436819116,0
S0114,5,0,0.0061633307981182,0.0029204317708246,3.2516291673878235,6
