studentId,louvainCommunity,spectralCommunity,pageRank,betweenness,shannonEntropy,persistentLouvainId
S0001,2,1,0.0020146491309101,0.0022843093409723,1.5,1
S0002,2,1,0.0025792479868425,0.0041329733645869,1.9219280948873625,1
S0003,1,3,0.0038618362799833,0.0021797889576103,2.521640636343319,0
S0004,0,4,0.0051052077673867,0.0019052061848358,3.0,7
S0005,3,0,0.0040147575208173,0.0020760990986594,2.521640636343319,6
S0006,1,3,0.0033515939648006,0.0014299910232989,2.251629167387823,0
S0007,3,0,0.0011868415059629,0.0009740645832346,0.0,6
S0008,4,2,0.0050597100601873,0.0017493791092959,3.1699250014423126,5
S0009,2,1,0.0021764966341328,0.0031235499972867,1.584962500721156,1
S0010,0,4,0.0036273759563767,0.0021376577684427,2.251629167387823,7
S0011,0,4,0.003016687605563,0.0021827440805842,1.9219280948873625,7
S0012,1,3,0.0010514798557373,0.000493603946862,0.0,0
S0013,1,3,0.0047494989035162,0.0019785422116559,3.121928094887363,0
S0014,2,1,0.0021975042344966,0.0020596478902143,1.5,1
S0015,0,4,0.0070384456393024,0.0020342458364237,3.5465935642949393,7
S0016,4,2,0.0015626538152133,0.0017928794550715,1.0,5
S0017,0,0,0.0028632994858273,0.000807362075664,1.9219280948873625,7
S0018,3,0,0.0033576276956296,0.0021492042806273,2.251629167387823,6
S0019,4,0,0.0010696319661646,0.0005957659146673,0.0,5
S0020,1,3,0.002464041749349,0.001528973109157,2.0,0
S0021,3,0,0.0050703492205577,0.0044664969609362,3.0,6
S0022,1,3,0.0061379236844323,0.0022668933225562,3.392747410448785,0
S0023,3,0,0.0050356103425353,0.0027319191934679,3.121928094887363,6
S0024,2,1,0.0031812593673183,0.0036347928475601,2.321928094887362,1
S0025,0,4,0.0060051205680668,0.0026790652510834,3.321928094887362,7
S0026,2,1,0.0046143764556372,0.00386800088298,2.9477027792200907,1
S0027,0,4,0.0046873931076081,0.0016885306237566,2.7254805569978684,7
S0028,4,2,0.0049569546676016,0.002909748656533,2.9477027792200907,5
S0029,3,0,0.0056834389929979,0.0017837885491023,3.1699250014423126,6
S0030,3,0,0.005378422086691,0.0018442762553863,3.121928094887363,6
S0031,4,2,0.0026911347896912,0.0029171925699097,2.0,5
S0032,4,2,0.0051936884455835,0.0023588355050842,3.121928094887363,5
S0033,1,3,0.0037096709047546,0.004568714510547,2.521640636343319,0
S0034,0,4,0.002777674755123,0.0018422430383137,1.9219280948873625,7
S0035,1,3,0.0030670335599226,0.0028905123195946,2.251629167387823,0
S0036,2,1,0.0043169967707737,0.0024623552744009,3.0,1
S0037,4,0,0.0032724033276624,0.001437897403271,2.5,5
S0038,3,4,0.0023560892556832,0.0042963512536075,1.584962500721156,6
S0039,4,2,0.001108135259159,0.0006389768146218,0.0,5
S0040,1,3,0.0065489918470693,0.0020235224297445,3.5465935642949393,0
S0041,2,2,0.006197563507907,0.0028503056602047,3.4594316186372978,1
S0042,1,3,0.0024042013354316,0.0008084490481606,2.0,0
S0043,4,0,0.0036501930297016,0.0018944412182402,2.584962500721156,5
S0044,2,1,0.0034521560463239,0.0033035374088717,2.584962500721156,1
S0045,0,0,0.0023174906916471,0.0008712342863878,1.5219280948873626,7
S0046,0,4,0.0036001066914614,0.0035023364714648,2.251629167387823,7
S0047,4,2,0.0027364157671932,0.0021995188987638,1.9219280948873625,5
S0048,2,1,0.003627505003373,0.0023320371108628,2.5,1
S0049,1,3,0.001754592683432,0.0009532523626105,1.0,0
S0050,0,2,0.0025275951127708,0.004658285256461,1.9182958340544896,7
S0051,3,0,0.0040174648666545,0.003510286185999,2.521640636343319,6
S0052,0,4,0.0018676650200336,0.0012908216346476,1.0,7
S0053,2,1,0.0019968203088237,0.0030721592375944,1.584962500721156,1
S0054,0,4,0.004109172478495,0.0033962681016028,2.521640636343319,7
S0055,4,1,0.0036514445442437,0.0074129256262692,2.584962500721156,5
S0056,2,1,0.0028069710896047,0.0031407095593581,2.0,1
S0057,4,3,0.0055362752447757,0.0019309681111157,3.095795255000934,5
S0058,4,2,0.0052378795838483,0.0030839463622833,3.1699250014423126,5
S0059,4,2,0.0027845194340729,0.0039020284980035,2.0,5
S0060,1,0,0.0037470643524288,0.0024750620704169,2.807354922057605,0
S0061,2,1,0.0025929738751492,0.0036081565050467,1.9182958340544896,1
S0062,0,4,0.0062948142823215,0.0019177257422798,3.238901256602631,7
S0063,3,0,0.0046454639231135,0.0038218458599046,2.807354922057605,6
S0064,4,2,0.0030475138111246,0.0022070428505614,2.2516291673878226,5
S0065,0,4,0.0040854248439004,0.0015737382683752,2.584962500721156,7
S0066,3,0,0.0025474934420538,0.0021497671045641,2.0,6
S0067,2,1,0.0056596338269293,0.0030237718810784,3.321928094887362,1
S0068,4,3,0.0045626412531578,0.0050139416981962,2.807354922057605,5
S0069,3,0,0.0057569775727784,0.0014155453667689,3.1699250014423126,6
S0070,2,1,0.0033894410244377,0.0026614028048912,2.251629167387823,1
S0071,0,4,0.0049900053913026,0.0022966420317028,3.0,7
S0072,1,3,0.0031077267665791,0.0007480983837908,2.251629167387823,0
S0073,0,4,0.0028036904881265,0.0037562238966186,2.0,7
S0074,2,4,0.0050671614855666,0.0020496876421024,2.913977073182752,1
S0075,2,3,0.0042709870368978,0.0018782948411841,2.75,1
S0076,4,2,0.0022087789044808,0.002465455495564,1.5,5
S0077,1,3,0.0065773346720945,0.0015049199716149,3.584962500721157,0
S0078,1,3,0.0023342282590654,0.0009301298402683,2.0,0
S0079,1,3,0.0032468208918326,0.0021226652519891,2.251629167387823,0
S0080,1,3,0.005603981201007,0.0040927444179582,3.095795255000934,0
S0081,1,3,0.0040361304991198,0.0044734883575072,2.807354922057605,0
S0082,3,0,0.0020640653757428,0.0029755254228731,1.584962500721156,6
S0083,2,1,0.0050521815749615,0.0020643988482034,3.0,1
S0084,3,0,0.0047770189008622,0.0023776791661775,3.0,6
S0085,3,4,0.0051546813475933,0.0016103922943928,2.9477027792200907,6
S0086,3,3,0.0053259276173683,0.0033809559892226,3.1699250014423126,6
S0087,3,0,0.0031134604196086,0.0035366323883112,2.2516291673878226,6
S0088,2,1,0.0044113882622226,0.0030870413421602,2.807354922057605,1
S0089,3,4,0.0055186478801177,0.0025288956086212,3.1699250014423126,6
S0090,1,3,0.004328522592989,0.0022600788559411,2.7219280948873625,0
S0091,2,0,0.0039303347325719,0.0049903911333793,2.521640636343319,1
S0092,3,3,0.0016101573533108,0.0024098656283804,1.0,6
