studentId,louvainCommunity,spectralCommunity,pageRank,betweenness,shannonEntropy,persistentLouvainId
S0001,0,0,0.0023584021933007,0.0019393763515417,1.5,0
S0002,1,3,0.002984844233737,0.0027698234596019,2.0,1
S0003,2,3,0.0043812971145741,0.0026590909119076,2.584962500721156,2
S0004,3,3,0.0036444515904625,0.0027756986763742,2.321928094887362,3
S0005,2,4,0.0044930745194938,0.0023780151767459,2.521640636343319,2
S0006,1,3,0.0037738590002709,0.0015521929213147,2.251629167387823,1
S0007,2,0,0.0012875359010092,0.0005715615414418,0.0,2
S0008,4,2,0.0029777031814875,0.0010739792204213,2.0,4
S0009,1,1,0.0024235018072483,0.0022638170838914,1.584962500721156,1
S0010,3,3,0.00258408575123,0.002381143256101,1.5,3
S0011,3,4,0.0025265198316807,0.0021043387860275,1.584962500721156,3
S0012,0,2,0.0010870500955998,0.0002648283820326,0.0,0
S0013,0,2,0.0047312256234148,0.0019266127362969,2.9477027792200907,0
S0014,1,1,0.0024605299112324,0.0015386075541298,1.584962500721156,1
S0015,3,4,0.0053691696981664,0.0024411983403319,2.9477027792200907,3
S0016,4,2,0.0017231600956387,0.0012159636663236,1.0,4
S0017,1,3,0.0025459983008224,0.0009146653063177,1.584962500721156,1
S0018,0,3,0.0030785677108646,0.0030907939195656,1.9219280948873625,0
S0019,0,0,0.0011243993686147,0.0003562521120257,0.0,0
S0020,0,0,0.0026905593801299,0.0017347689499359,2.0,0
S0021,1,1,0.0044126195581552,0.0047803605909239,2.584962500721156,1
S0022,0,3,0.0063544048445908,0.0036113850415022,3.2516291673878235,0
S0023,2,0,0.0058569717709942,0.0029529570753859,3.121928094887363,2
S0024,3,4,0.0036894179432282,0.0031535208461893,2.321928094887362,3
S0025,3,4,0.0060163235892039,0.0033297978610972,3.1699250014423126,3
S0026,1,0,0.0052253457538743,0.0037755497174766,3.0,1
S0027,3,4,0.0044861746716095,0.0021467117657771,2.521640636343319,3
S0028,4,2,0.0055780868940612,0.003000625372781,2.9477027792200907,4
S0029,1,3,0.0051202549409224,0.0018166154172795,2.807354922057605,1
S0030,2,0,0.0060805769421388,0.0030512155100766,3.121928094887363,2
S0031,4,2,0.0029799700579434,0.0025464051390709,2.0,4
S0032,3,2,0.0045660282100144,0.0036110269113557,2.75,3
S0033,1,3,0.0042149206414069,0.0045573069235,2.521640636343319,1
S0034,3,4,0.0030467675548875,0.0018624625563635,1.9219280948873625,3
S0035,0,3,0.0029562022291923,0.003143995403211,2.0,0
S0036,0,0,0.0023811374413214,0.0024456610162718,1.584962500721156,0
S0037,0,0,0.0037833155971513,0.0013970929727319,2.5,0
S0038,3,4,0.0024948669715332,0.0025810789310988,1.584962500721156,3
S0039,4,2,0.0012167145209477,0.0003910641536773,0.0,4
S0040,0,3,0.0055476796936904,0.0026696599140843,3.121928094887363,0
S0041,1,1,0.0052074106544564,0.0037964464279746,3.0,1
S0042,0,2,0.0021278356894523,0.0007700606615358,1.584962500721156,0
S0043,0,0,0.0042045973536676,0.0021300324275606,2.584962500721156,0
S0044,1,0,0.0040495473567903,0.003536326401455,2.584962500721156,1
S0045,1,3,0.0025657405640874,0.001009290245348,1.5,1
S0046,3,3,0.0039416801229694,0.0034968875213571,2.321928094887362,3
S0047,4,2,0.0030528518894821,0.002084231495349,1.9219280948873625,4
S0048,1,1,0.0041792582349038,0.0023539981754109,2.5,1
S0049,0,3,0.0018681775297194,0.0007652048286552,1.0,0
S0050,0,0,0.002155160632259,0.001555362099099,1.584962500721156,0
S0051,2,4,0.0044848333375768,0.0036589684205365,2.521640636343319,2
S0052,3,4,0.0019798605303816,0.001005544849692,1.0,3
S0053,1,1,0.0023084715698066,0.002268046117612,1.584962500721156,1
S0054,3,4,0.0040230223480331,0.0036390854936588,2.321928094887362,3
S0055,1,3,0.0041505338788985,0.0069583864983698,2.584962500721156,1
S0056,1,1,0.0024649944612548,0.0022227466163645,1.584962500721156,1
S0057,4,4,0.004947055142956,0.0027708204158222,2.7254805569978684,4
S0058,1,0,0.0052457004919841,0.0046180474604865,3.0,1
S0059,4,2,0.0030913868524524,0.0038537421312508,2.0,4
S0060,0,0,0.0042967375580891,0.0019950163538452,2.807354922057605,0
S0061,1,1,0.002868143760862,0.003134064298713,1.9219280948873625,1
S0062,3,4,0.0070824221225433,0.0021996250901476,3.2516291673878235,3
S0063,2,3,0.005083481369585,0.004102218055743,2.807354922057605,2
S0064,0,2,0.0033002581184685,0.0023249685698854,2.251629167387823,0
S0065,3,4,0.0032071188520844,0.0018685476594398,2.0,3
S0066,2,0,0.0028032314608426,0.0016633632636067,2.0,2
S0067,1,1,0.0060137299362257,0.0044290072223066,3.1699250014423126,1
S0068,4,3,0.0051053586956434,0.0051254086615486,2.807354922057605,4
S0069,2,0,0.0057549742934418,0.0022954149569528,3.0,2
S0070,1,1,0.0030522727879689,0.0019580410125395,2.0,1
S0071,1,4,0.0044154762848323,0.0029923571636156,2.584962500721156,1
S0072,0,3,0.0034396422504528,0.0007764817325815,2.251629167387823,0
S0073,3,4,0.0029676927407084,0.0027501511798168,2.0,3
S0074,3,4,0.0050423007141608,0.0028359173216899,2.7219280948873625,3
S0075,1,1,0.0034973321997601,0.0019397379464572,2.2516291673878226,1
