studentId,louvainCommunity,spectralCommunity,pageRank,betweenness,shannonEntropy,persistentLouvainId
S0001,0,3,0.0020409048777311,0.0022337753358289,1.5,1
S0002,0,4,0.0026049859678283,0.0041480761464532,1.9219280948873625,1
S0003,1,2,0.0039136902135415,0.0021604544683917,2.521640636343319,2
S0004,1,2,0.004473614058148,0.0022859672469691,2.807354922057605,2
S0005,2,2,0.0040650242933561,0.0020165761057452,2.521640636343319,6
S0006,1,2,0.00334555032363,0.0015387768835364,2.2516291673878226,2
S0007,2,2,0.0011990902752011,0.0009278162640369,0.0,6
S0008,3,3,0.0051267081373104,0.0018254100538285,3.1699250014423126,5
S0009,0,4,0.0021948365297887,0.0031570054543867,1.584962500721156,1
S0010,3,0,0.0036766154608608,0.0021009154729934,2.251629167387823,5
S0011,3,0,0.0030266946884522,0.0022614482026576,1.9219280948873625,5
S0012,4,1,0.0010599001229794,0.0004883789375342,0.0,0
S0013,4,1,0.0047887420380989,0.0019147283630451,3.121928094887363,0
S0014,0,4,0.0021903768482118,0.0022039123770074,1.584962500721156,1
S0015,3,0,0.0070991307219342,0.0020348868755116,3.5465935642949393,5
S0016,3,3,0.0015674373651783,0.0018123858744715,1.0,5
S0017,1,2,0.0028729508356055,0.0008047669638003,1.9219280948873625,2
S0018,1,2,0.0034022211223898,0.0022187810522827,2.251629167387823,2
S0019,2,3,0.001077816317691,0.0005896115777348,0.0,6
S0020,4,1,0.0024990537325238,0.0015185244740264,2.0,0
S0021,0,2,0.0051308335834566,0.0044644655374455,3.0,1
S0022,1,1,0.0061819950919065,0.002470419942564,3.392747410448785,2
S0023,2,3,0.0051178536659019,0.0027369912677607,3.121928094887363,6
S0024,0,4,0.0032194949068834,0.0035910421222667,2.321928094887362,1
S0025,3,0,0.0060477971446327,0.0027044721277846,3.321928094887362,5
S0026,0,3,0.0046758590336565,0.0038670958081369,2.9477027792200907,1
S0027,3,0,0.0047017349643926,0.0016722895282254,2.7254805569978684,5
S0028,3,3,0.0050159537896154,0.0029776858924017,2.9477027792200907,5
S0029,1,2,0.0057224534964284,0.0017190051099801,3.1699250014423126,2
S0030,1,2,0.0054199673869287,0.001971169549488,3.121928094887363,2
S0031,3,3,0.002717397980892,0.0029498756411996,2.0,5
S0032,3,3,0.0052413720804141,0.0023015405526096,3.121928094887363,5
S0033,4,1,0.0037321013600059,0.004827546425044,2.521640636343319,0
S0034,3,0,0.0027700199145636,0.0016782373865374,1.9219280948873625,5
