studentId,louvainCommunity,spectralCommunity,pageRank,betweenness,shannonEntropy,persistentLouvainId
S0001,0,2,0.0022278167436948,0.0018624098683996,1.5,2
S0002,1,0,0.0028617576250633,0.0031876449956122,2.0,0
S0003,1,0,0.0042463169569144,0.0019730605450411,2.584962500721156,0
S0004,2,3,0.0035365209700137,0.0026334739044891,2.321928094887362,3
S0005,2,2,0.0043256492642921,0.0022501023264427,2.521640636343319,3
S0006,1,0,0.0035970818068825,0.0016199668527778,2.251629167387823,0
S0007,2,2,0.0012774030407257,0.0007234239164743,0.0,3
S0008,3,1,0.0039317911302044,0.0021945200734618,2.584962500721156,4
S0009,4,4,0.0024038847351115,0.0026454356094236,1.584962500721156,1
S0010,2,3,0.0032167040785023,0.0026225877096912,1.9219280948873625,3
S0011,2,3,0.0024517319246925,0.0022534731454784,1.584962500721156,3
S0012,0,0,0.0010808299613462,0.0003022767994491,0.0,2
S0013,1,0,0.004609191829286,0.0019892175314142,2.9477027792200907,0
S0014,4,4,0.0023727636020934,0.0015328242839191,1.584962500721156,1
S0015,2,3,0.0051998410687273,0.002550909577042,2.9477027792200907,3
S0016,3,1,0.0016816475432722,0.0013332429201453,1.0,4
S0017,0,0,0.0024365200999089,0.0009007903881791,1.584962500721156,2
S0018,0,2,0.0029730065556641,0.0029598394916747,1.9219280948873625,2
S0019,0,2,0.0011001195899891,0.0004037447901799,0.0,2
S0020,0,0,0.0026998305529104,0.0017339978110853,2.0,2
S0021,4,4,0.0042434788314115,0.0047589267715197,2.584962500721156,1
S0022,1,0,0.0060736800289439,0.0036333114665806,3.2516291673878235,0
S0023,0,2,0.0056430265016119,0.0028450394247871,3.121928094887363,2
S0024,2,4,0.0035456915499217,0.0032385964747698,2.321928094887362,3
S0025,2,3,0.0058366369651712,0.0032483799687712,3.1699250014423126,3
S0026,0,4,0.0050448378253566,0.0036515810308759,2.9477027792200907,2
S0027,2,3,0.0043506454895281,0.0022385365527785,2.521640636343319,3
S0028,3,1,0.0053430173602641,0.0028837756378861,2.9477027792200907,4
S0029,0,2,0.0055013479227872,0.002163248706871,3.0,2
S0030,0,2,0.005833521757403,0.0023862681689632,3.121928094887363,2
S0031,3,1,0.0028756383860393,0.0025507108671607,2.0,4
S0032,3,1,0.0043941012458289,0.0037141246757159,2.75,4
S0033,1,0,0.0040514534668926,0.0043044440722805,2.521640636343319,0
S0034,2,3,0.0029470666581769,0.001917254768339,1.9219280948873625,3
S0035,1,0,0.0033476472746606,0.0026321261716374,2.321928094887362,0
S0036,0,2,0.0037976929056341,0.0023318175529877,2.584962500721156,2
S0037,0,2,0.0036306127562044,0.0012944454197817,2.5,2
S0038,2,3,0.0024306869000213,0.0029284875156852,1.584962500721156,3
S0039,3,1,0.0011984982878889,0.0004613603236736,0.0,4
S0040,0,0,0.0053400247871125,0.0027932681327683,3.121928094887363,2
S0041,4,4,0.0055685836823091,0.0036688204119158,3.1699250014423126,1
S0042,0,1,0.0025859453636553,0.001160870529656,2.0,2
S0043,0,2,0.00399924599953,0.0022000322561059,2.584962500721156,2
S0044,0,2,0.0038798064849693,0.0030518945654051,2.584962500721156,2
S0045,0,0,0.0024370009339019,0.0009387810573035,1.5,2
S0046,2,3,0.0038119477402802,0.0033633398321223,2.321928094887362,3
S0047,3,1,0.0029659677465123,0.0019608845937418,1.9219280948873625,4
S0048,4,4,0.0040017651725767,0.0020272548126012,2.5,1
S0049,1,0,0.0018941292790842,0.0006882438134145,1.0,0
S0050,0,1,0.0027358997079493,0.0033021494378554,1.9219280948873625,2
S0051,2,3,0.0043305380585209,0.0036043452460869,2.521640636343319,3
S0052,2,3,0.0019172582259328,0.0009721174140527,1.0,3
S0053,4,4,0.0021830501410979,0.0021836036108644,1.584962500721156,1
S0054,2,3,0.0038237114282264,0.0036251802980798,2.321928094887362,3
S0055,3,3,0.0039873518527037,0.0069690985296397,2.584962500721156,4
S0056,4,4,0.002376037357342,0.0023919688386756,1.584962500721156,1
S0057,3,3,0.0059545850553798,0.0022351915008496,3.095795255000934,4
S0058,3,1,0.0056270226838277,0.0035018621129388,3.1699250014423126,4
S0059,3,1,0.0030073848708999,0.0036944534458962,2.0,4
S0060,0,2,0.0040875541966633,0.0020234326398199,2.807354922057605,2
S0061,4,4,0.0028094296648671,0.0030749273679953,1.9182958340544896,1
S0062,2,3,0.0068391077783792,0.0020442570844581,3.2516291673878235,3
S0063,2,3,0.0050040407665074,0.0036599281328805,2.807354922057605,3
S0064,3,1,0.0031974225930587,0.0024977710345372,2.251629167387823,4
S0065,2,3,0.0031250870098346,0.0020461145247811,2.0,3
S0066,0,2,0.0027298612911563,0.001702731893364,2.0,2
S0067,4,4,0.0058069022470819,0.0038634501980948,3.1699250014423126,1
S0068,3,0,0.0050079246498269,0.0055598414617165,2.807354922057605,4
S0069,2,2,0.0062178137196193,0.0015256509256779,3.1699250014423126,3
S0070,4,4,0.0036810358510656,0.0024570071702224,2.251629167387823,1
S0071,2,3,0.0042038479792028,0.0028597815342888,2.584962500721156,3
S0072,1,0,0.0034001306853776,0.0007223308205792,2.251629167387823,0
S0073,2,3,0.0028799448518521,0.0030292387444711,2.0,3
S0074,4,3,0.0054026839640454,0.0023917791315946,2.913977073182752,1
S0075,1,0,0.0040694201356584,0.0018475752661802,2.521640636343319,0
S0076,3,1,0.0023745319289783,0.0020744610918987,1.5,4
S0077,1,1,0.0072314170506136,0.0020799147679526,3.584962500721157,0
S0078,0,1,0.0024775484261424,0.0009837539500693,2.0,2
S0079,1,0,0.0035113645536098,0.0022326553266527,2.321928094887362,0
S0080,1,0,0.0060870832222284,0.0042112677103504,3.095795255000934,0
S0081,1,0,0.0039039702328606,0.0040171075287123,2.584962500721156,0
S0082,0,2,0.0022585312495904,0.0023009935661939,1.584962500721156,2
S0083,4,4,0.0036580482958386,0.003070704298422,2.321928094887362,1
S0084,2,2,0.0047169696184067,0.0032119563880389,2.807354922057605,3
S0085,2,3,0.0031663201792524,0.0017522998310806,1.9219280948873625,3
S0086,1,0,0.0057806424089611,0.0035863025883244,3.1699250014423126,0
S0087,2,2,0.0027640126348151,0.0033374352181929,1.9219280948873625,3
S0088,4,4,0.0041124146058217,0.0034963283643929,2.584962500721156,1
S0089,2,3,0.0060062181675096,0.0033419419636412,3.1699250014423126,3
S0090,1,0,0.0033859532586576,0.0028982241343032,2.235926350629033,0
S0091,2,2,0.0043782230700071,0.0042040617239386,2.584962500721156,3
S0092,1,0,0.001694419451422,0.0017651065184679,1.0,0
S0093,1,0,0.0029251125241578,0.0008482238486995,2.0,0
S0094,1,0,0.0045996451812421,0.0038930556000244,2.75,0
S0095,1,0,0.007885354305725,0.0032452279369198,3.664497779200461,0
S0096,1,0,0.0029972070943811,0.0047039774103769,1.9219280948873625,0
S0097,0,2,0.0040199569922762,0.0049461327091379,2.584962500721156,2
S0098,1,0,0.0056257877717449,0.0029525753308892,3.1699250014423126,0
S0099,2,3,0.0046988224156684,0.0031364878199353,2.75,3
S0100,0,2,0.0034166148986404,0.0021211759577176,2.321928094887362,2
S0101,2,3,0.0055513262061694,0.0051330355988121,2.9219280948873627,3
S0102,0,2,0.0039349210044875,0.0026973521114064,2.521640636343319,2
S0103,3,1,0.0022534564619243,0.0035179985929163,1.584962500721156,4
S0104,2,3,0.0041887978861335,0.0014981451768634,2.584962500721156,3
S0105,4,4,0.0047735918337563,0.0032171836130422,2.807354922057605,1
S0106,1,0,0.0054027958193548,0.0027086687552906,3.0,0
S0107,1,0,0.0029667617572538,0.0049499395636436,1.9219280948873625,0
S0108,0,2,0.001753690677628,0.0022087639358672,1.0,2
S0109,2,3,0.005071025627264,0.0022584930540863,2.807354922057605,3
S0110,4,4,0.0053075559332654,0.0025615037482287,2.9219280948873627,1
S0111,3,1,0.003313793039442,0.0052057218967164,2.251629167387823,4
S0112,4,3,0.0068226174579878,0.0039069825416828,3.41829583405449,1
S0113,1,0,0.0062958122240948,0.0025182790199711,3.277613436819116,0
S0114,0,2,0.0065658935640843,0.0036594334677875,3.2516291673878235,2
S0115,2,3,0.0043478351103691,0.0041837487469872,2.584962500721156,3
S0116,0,0,0.0027036610863471,0.0020649031444371,2.0,2
S0117,2,3,0.0057208247288617,0.0031926862814477,3.0,3
